name,params,length,output_type,parse_time,states,trans,precomp_time,newmat,prob,sample_time
brp,N_32_MAX_3,31,ok,25.793653,1766,2307,-1,-1,8.817630928356097e-09,6.738287
brp,N_32_MAX_3,32,ok,52.475051,1766,2307,270.457758,4,3.0279090465620857e-07,7.504988
brp,N_32_MAX_3,48,ok,26.804568,1766,2307,-1,-1,1.0027278247609443e-07,10.455591
brp,N_32_MAX_3,63,ok,25.526022,1766,2307,-1,-1,1.1727576238515577e-08,13.284664
brp,N_32_MAX_3,64,ok,26.215865,1766,2307,185.964770,5,2.2942044049565312e-07,14.107988
brp,N_32_MAX_3,96,ok,26.034865,1766,2307,-1,-1,1.3116456021665463e-07,20.787463
brp,N_32_MAX_3,127,ok,31.644968,1766,2307,-1,-1,3.712763419584692e-08,27.615375
brp,N_32_MAX_3,128,ok,26.497613,1766,2307,319.078455,6,2.4718842989872975e-07,29.683580
brp,N_32_MAX_4,8,numeric,-1,-1,-1,-1,-1,-1,-1
brp,N_32_MAX_4,15,numeric,-1,-1,-1,-1,-1,-1,-1
brp,N_32_MAX_4,16,ok,32.185421,2183,2883,162.788451,3,7.84e-09,3.635924
brp,N_32_MAX_4,31,ok,32.123024,2183,2883,-1,-1,2.9260027812224567e-09,6.388561
brp,N_32_MAX_4,32,ok,31.805569,2183,2883,174.609552,4,3.9997067531878195e-09,6.952601
brp,N_32_MAX_4,48,ok,32.365398,2183,2883,-1,-1,7.605363209558781e-09,10.167140
brp,N_32_MAX_4,63,ok,32.031242,2183,2883,-1,-1,4.115772951300068e-10,13.466495
brp,N_32_MAX_4,64,ok,31.789128,2183,2883,277.072714,5,7.920664248495972e-09,15.211575
brp,N_32_MAX_4,96,ok,31.423112,2183,2883,-1,-1,7.4285579475303865e-09,20.634288
brp,N_32_MAX_4,127,ok,32.222711,2183,2883,-1,-1,1.9466067259485247e-09,27.405711
brp,N_32_MAX_4,128,ok,33.012801,2183,2883,576.137115,6,5.366776302680323e-09,30.640350
brp,N_32_MAX_5,8,numeric,-1,-1,-1,-1,-1,-1,-1
brp,N_32_MAX_5,15,numeric,-1,-1,-1,-1,-1,-1,-1
brp,N_32_MAX_5,16,numeric,-1,-1,-1,-1,-1,-1,-1
brp,N_32_MAX_5,31,ok,37.037122,2600,3459,-1,-1,1.2534201133977604e-12,6.474053
brp,N_32_MAX_5,32,ok,37.542659,2600,3459,215.139449,4,2.372447148435302e-10,7.074367
brp,N_32_MAX_5,48,ok,37.940885,2600,3459,-1,-1,2.3155572147302078e-10,10.277089
brp,N_32_MAX_5,63,ok,38.075278,2600,3459,-1,-1,5.085004933257545e-11,13.511086
brp,N_32_MAX_5,64,ok,38.430463,2600,3459,387.767900,5,1.6674280947617704e-10,15.453146
brp,N_32_MAX_5,96,ok,37.182033,2600,3459,-1,-1,2.2265421797624e-10,20.420806
brp,N_32_MAX_5,127,ok,36.510345,2600,3459,-1,-1,9.367116482984302e-12,27.249417
brp,N_32_MAX_5,128,ok,37.698140,2600,3459,1042.666903,6,2.2581033969938171e-10,29.846935
brp,N_64_MAX_2,8,ok,40.737746,2693,3459,595.593103,2,8.000000000000001e-06,1.941049
brp,N_64_MAX_2,15,ok,38.542844,2693,3459,-1,-1,7.7616e-06,3.097952
brp,N_64_MAX_2,16,ok,38.477762,2693,3459,214.759998,3,9.41192e-07,3.850554
brp,N_64_MAX_2,31,ok,77.025034,2693,3459,-1,-1,2.3241680654485703e-07,7.212446
brp,N_64_MAX_2,32,ok,37.841019,2693,3459,207.571037,4,5.935165549404448e-06,6.755674
brp,N_64_MAX_2,48,ok,36.918500,2693,3459,-1,-1,1.0224757443365825e-05,10.220083
brp,N_64_MAX_2,63,ok,38.267608,2693,3459,-1,-1,6.188122290269509e-06,13.321620
brp,N_64_MAX_2,64,ok,37.351000,2693,3459,235.187546,5,2.3499190658864e-06,13.516034
brp,N_64_MAX_2,96,ok,37.472267,2693,3459,-1,-1,8.835645696007822e-06,20.196349
brp,N_64_MAX_2,127,ok,38.374238,2693,3459,-1,-1,1.219737653557074e-06,26.628854
brp,N_64_MAX_2,128,ok,76.031933,2693,3459,479.553101,6,6.368939964429695e-06,28.967035
brp,N_64_MAX_3,8,numeric,-1,-1,-1,-1,-1,-1,-1
brp,N_64_MAX_3,15,numeric,-1,-1,-1,-1,-1,-1,-1
brp,N_64_MAX_3,16,ok,51.109011,3526,4611,267.692827,3,2.30496e-07,3.760437
