,name,params,length,parse_time,states,trans,precomp_time_mat,prob,sample_time,parsetime,vars_per_state,add_size,precomp_time_add,trace_time,setup_time,sample_time_sim
37,brp,N_32_MAX_5,32,32.216786,2600,3459,1012.384725,2.3724471484353017e-10,28.257698,,,,,,27.89031,211314522951.8152
38,brp,N_32_MAX_5,64,30.913403,2600,3459,1380.921445,1.6674280947617704e-10,35.920961,,,,,,27.529394,611003174170.1936
39,brp,N_32_MAX_5,128,31.609055,2600,3459,2268.602896,2.2581033969938166e-10,55.137775,,,,,,31.52417,877949503215.5204
40,brp,N_64_MAX_2,8,37.294568,2693,3459,613.949304,8.000000000000001e-06,31.063389,,,,,,28.011401,1683478.2847724997
41,brp,N_64_MAX_2,16,31.202086,2693,3459,810.881208,9.41192e-07,33.16388,,,,,,29.687262,27006576.383989666
42,brp,N_64_MAX_2,32,31.506576,2693,3459,1020.28863,5.935165549404448e-06,37.333692,,,,,,27.532262,8423941.012903487
43,brp,N_64_MAX_2,64,33.432528,2693,3459,1270.66688,2.3499190658864e-06,45.482755,,,,,,27.687287,41085476.313449904
44,brp,N_64_MAX_2,128,31.412808,2693,3459,1610.649935,6.368939964429695e-06,64.157158,,,,,,27.870158,30922100.726495862
45,brp,N_64_MAX_3,8,43.988728,3526,4611,789.248723,0.0,,197.950253,34,1446,811.007943,,30.842683,inf
46,brp,N_64_MAX_3,16,39.967149,3526,4611,1054.185431,2.30496e-07,51.599804,198.056505,34,1446,3156.913428,9.110898,32.208968,110400890.99160072
47,brp,N_64_MAX_3,32,43.450838,3526,4611,1351.9177330000002,3.0279090465620857e-07,53.352413,194.413786,34,1446,11608.114612,21.493263,31.07343,179314335.05787346
48,brp,N_64_MAX_3,64,42.697701,3526,4611,1719.0642490000002,2.2942044049565314e-07,61.451364,207.931986,34,1437,47216.85151,44.491408,33.234998,420504423.0652494
49,brp,N_64_MAX_3,128,44.723066,3526,4611,2416.371411,2.4718842989872975e-07,79.325385,206.079059,34,1446,94968.702542,88.445271,30.549859,787389549.7849115
50,brp,N_64_MAX_4,8,73.113781,4359,5763,1073.184729,0.0,,195.46421,35,1884,1603.864598,,34.504687,inf
51,brp,N_64_MAX_4,16,50.82132,4359,5763,1425.600148,7.84e-09,70.994481,,,,,,33.285804,3288423376.275511
52,brp,N_64_MAX_4,32,55.74047,4359,5763,1796.961437,3.9997067531878195e-09,71.438521,186.417548,35,1867,19980.898972,17.668707,32.791258,13271786672.283396
53,brp,N_64_MAX_4,64,55.54255,4359,5763,2390.540019,7.920664248495972e-09,80.49488,185.371403,35,1871,58915.777279,39.059996,33.276462,12470550523.430666
54,brp,N_64_MAX_4,128,52.584508,4359,5763,3690.875868,5.366776302680323e-09,97.167896,196.680801,35,1883,203272.441396,90.768592,33.606374,36302485911.83083
55,brp,N_64_MAX_5,8,68.595422,5192,6915,1249.947223,0.0,,,,,,,41.377886,inf
56,brp,N_64_MAX_5,16,66.809165,5192,6915,1681.8070559999999,0.0,,,,,,,36.727759,inf
57,brp,N_64_MAX_5,32,61.441145,5192,6915,2144.275549,2.3724471484353017e-10,92.000437,,,,,,36.07994,207771561160.00302
58,brp,N_64_MAX_5,64,61.307034,5192,6915,2934.483042,1.6674280947617704e-10,99.530067,274.054279,35,2988,100401.153086,52.700665,36.025687,636270997971.6267
59,brp,N_64_MAX_5,128,65.684567,5192,6915,5152.33957,2.2581033969938166e-10,119.96959,,,,,,36.51238,878118008386.9429
60,crowds,TotalRuns_3_CrowdSize_10,8,132.294563,6563,15143,1585.873782,0.0,,551.496219,57,3139,2207.4659,,59.862083,inf
61,crowds,TotalRuns_3_CrowdSize_10,16,122.318005,6563,15143,2134.0272139999997,0.00948538864,117.916375,548.984839,57,3139,9855.980032,14.532042,60.018325,203.48116736311184
62,crowds,TotalRuns_3_CrowdSize_10,32,120.347713,6563,15143,2755.1889119999996,0.0276312105042918,123.439484,539.854939,57,3139,34114.477614,62.905776,60.566279,4.995556
63,crowds,TotalRuns_3_CrowdSize_10,64,123.730503,6563,15143,3414.8826189999995,0.0361336731395189,133.460665,563.683774,57,3139,86374.771313,98.485919,61.624063,6.794701
64,crowds,TotalRuns_3_CrowdSize_10,128,128.145994,6563,15143,4058.4380199999996,0.0367889008392164,151.003362,515.649307,57,3139,94317.898824,164.740332,60.644702,13.673338
65,crowds,TotalRuns_3_CrowdSize_15,8,463.185927,19228,55948,5929.167475,0.0,,,,,,,115.548777,inf
66,crowds,TotalRuns_3_CrowdSize_15,16,467.510734,19228,55948,8077.116,0.0090839257600401,848.508886,,,,,,112.93505,361.358819452253
67,crowds,TotalRuns_3_CrowdSize_15,32,452.457439,19228,55948,10675.100242,0.0250895826048095,852.597099,687.296599,57,6281,67448.923675,84.071678,113.729297,5.271165
68,crowds,TotalRuns_3_CrowdSize_15,64,466.133055,19228,55948,13451.274141,0.031560267569293,864.483023,,,,,,114.033253,8.450123
69,crowds,TotalRuns_3_CrowdSize_15,128,452.208287,19228,55948,16253.185664,0.031994383401484,883.2048,,,,,,115.257667,16.159441
70,crowds,TotalRuns_3_CrowdSize_20,8,1221.438023,42318,148578,23121.853618,0.0,,,,,,,214.444881,inf
71,crowds,TotalRuns_3_CrowdSize_20,16,,42318,,,,,1038.014766,57,9737,6132.45425,13.446818,214.521067,
72,crowds,TotalRuns_3_CrowdSize_20,32,,42318,,,,,1107.742815,57,9737,12787.476137,27.617665,216.85432,5.632455
73,crowds,TotalRuns_3_CrowdSize_20,64,,42318,,,,,1076.728794,57,9737,6224.643191,60.990083,211.95782,8.209709
74,crowds,TotalRuns_3_CrowdSize_20,128,,42318,,,,,,,,,,216.874458,18.175181
75,crowds,TotalRuns_3_CrowdSize_5,8,,1198,,,,,358.004806,57,1453,1893.69387,,532.371375,
76,crowds,TotalRuns_3_CrowdSize_5,16,,1198,,,,,,,,,,42.907818,5.929092
77,crowds,TotalRuns_3_CrowdSize_5,32,,1198,,,,,,,,,,40.789881,3.542434
78,crowds,TotalRuns_3_CrowdSize_5,64,,1198,,,,,,,,,,42.28974,5.115261
79,crowds,TotalRuns_3_CrowdSize_5,128,,1198,,,,,,,,,,40.856013,10.12719
80,crowds,TotalRuns_4_CrowdSize_10,8,,30070,,,,,924.014753,78,5710,5734.082201,,151.023581,
81,crowds,TotalRuns_4_CrowdSize_10,16,,30070,,,,,,,,,,151.951084,
82,crowds,TotalRuns_4_CrowdSize_10,32,,30070,,,,,,,,,,152.903245,3.816797
83,crowds,TotalRuns_4_CrowdSize_10,64,,30070,,,,,,,,,,150.989731,4.41653
84,crowds,TotalRuns_4_CrowdSize_10,128,,30070,,,,,952.47504,78,5837,88270.422824,,152.33803,8.050857
85,crowds,TotalRuns_4_CrowdSize_15,8,,119800,,,,,3008.77945,78,11420,13306.646688,,525.228729,
86,crowds,TotalRuns_4_CrowdSize_15,16,,119800,,,,,,,,,,531.670128,
87,crowds,TotalRuns_4_CrowdSize_15,32,,119800,,,,,,,,,,533.907746,4.458121
88,crowds,TotalRuns_4_CrowdSize_15,64,,119800,,,,,2640.566432,78,11420,526540.072453,1530.83414,530.266938,4.011203
89,crowds,TotalRuns_4_CrowdSize_15,128,,119800,,,,,,,,,,544.07742,7.658406
90,crowds,TotalRuns_4_CrowdSize_20,8,,333455,,,,,7506.872737,78,17434,19322.60886,,1470.712949,
91,crowds,TotalRuns_4_CrowdSize_20,16,,333455,,,,,7007.965723,78,17434,81792.114466,23.461833,1480.920874,
92,crowds,TotalRuns_4_CrowdSize_20,32,,333455,,,,,7099.809084,78,17434,342388.337379,317.239031,1568.341727,4.508
93,crowds,TotalRuns_4_CrowdSize_20,64,,333455,,,,,,,,,,1471.809529,5.163011
94,crowds,TotalRuns_4_CrowdSize_20,128,,333455,,,,,,,,,,1471.706229,8.59598
95,crowds,TotalRuns_4_CrowdSize_5,8,,3515,,,,,,,,,,49.016504,
96,crowds,TotalRuns_4_CrowdSize_5,16,,3515,,,,,,,,,,48.523152,6.372735
97,crowds,TotalRuns_4_CrowdSize_5,32,,3515,,,,,638.224825,78,2529,1005.643501,,49.60955,3.021244
98,crowds,TotalRuns_4_CrowdSize_5,64,,3515,,,,,642.895643,78,2529,4283.662872,97.525516,48.786687,3.032019
99,crowds,TotalRuns_4_CrowdSize_5,128,,3515,,,,,659.659996,78,2418,230637.085457,355.195062,47.449039,5.834573
100,crowds,TotalRuns_5_CrowdSize_10,8,,111294,,,,,,,,,,464.890019,
101,crowds,TotalRuns_5_CrowdSize_10,16,,111294,,,,,,,,,,468.448105,
102,crowds,TotalRuns_5_CrowdSize_10,32,,111294,,,,,,,,,,459.082422,4.188867
103,crowds,TotalRuns_5_CrowdSize_10,64,,111294,,,,,1505.3319,78,7946,1451865.437612,8103.109186,459.808082,3.141023
104,crowds,TotalRuns_5_CrowdSize_10,128,,111294,,,,,,,,,,463.19232,5.431252
105,crowds,TotalRuns_5_CrowdSize_15,8,,592060,,,,,7141.493296,78,15336,19337.778092,,2537.988201,
106,crowds,TotalRuns_5_CrowdSize_15,16,,592060,,,,,6922.284475,78,15346,88600.150992,28.158803,2602.090568,
107,crowds,TotalRuns_5_CrowdSize_15,32,,592060,,,,,6966.722878,78,15336,445564.860784,560.564304,2558.532635,4.159027
108,crowds,TotalRuns_5_CrowdSize_15,64,,592060,,,,,,,,,,2551.923577,3.364227
109,crowds,TotalRuns_5_CrowdSize_15,128,,592060,,,,,,,,,,2531.448886,6.039011
110,crowds,TotalRuns_5_CrowdSize_20,8,,2061951,,,,,40230.944967,78,24218,33745.877564,,9622.580601,
111,crowds,TotalRuns_5_CrowdSize_20,16,,2061951,,,,,40308.249111,78,24218,167059.625493,20.127713,9391.083078,
112,crowds,TotalRuns_5_CrowdSize_20,32,,2061951,,,,,40655.255895,78,24810,1281939.398749,1015.407665,9500.065203,4.416438
113,crowds,TotalRuns_5_CrowdSize_20,64,,2061951,,,,,,,,,,9579.169666,3.596875
114,crowds,TotalRuns_5_CrowdSize_20,128,,2061951,,,,,,,,,,9159.454266,5.780689
115,crowds,TotalRuns_5_CrowdSize_5,8,,8653,,,,,599.34218,78,4173,4648.212129,,66.776786,
116,crowds,TotalRuns_5_CrowdSize_5,16,,8653,,,,,592.839216,78,4173,10029.767019,22.1371,65.909227,6.134719
117,crowds,TotalRuns_5_CrowdSize_5,32,,8653,,,,,,,,,,67.45639,3.026522
118,crowds,TotalRuns_5_CrowdSize_5,64,,8653,,,,,,,,,,66.627311,2.10813
119,crowds,TotalRuns_5_CrowdSize_5,128,,8653,,,,,,,,,,65.831705,3.900135
120,crowds,TotalRuns_6_CrowdSize_10,8,,352535,,,,,,,,,,1431.554074,
121,crowds,TotalRuns_6_CrowdSize_10,16,,352535,,,,,2242.507118,78,9598,61162.593031,29.452701,1401.591938,
122,crowds,TotalRuns_6_CrowdSize_10,32,,352535,,,,,,,,,,1403.414452,3.82008
123,crowds,TotalRuns_6_CrowdSize_10,64,,352535,,,,,,,,,,1435.021299,2.619462
124,crowds,TotalRuns_6_CrowdSize_10,128,,352535,,,,,,,,,,1426.409099,3.535833
125,crowds,TotalRuns_6_CrowdSize_15,8,,2464168,,,,,,,,,,10621.917158,
126,crowds,TotalRuns_6_CrowdSize_15,16,,2464168,,,,,,,,,,10523.816907,
127,crowds,TotalRuns_6_CrowdSize_15,32,,2464168,,,,,,,,,,10567.979637,4.60139
128,crowds,TotalRuns_6_CrowdSize_15,64,,2464168,,,,,,,,,,10482.168169,3.079643
129,crowds,TotalRuns_6_CrowdSize_15,128,,2464168,,,,,,,,,,10845.338837,3.743626
130,crowds,TotalRuns_6_CrowdSize_20,8,,10633591,,,,,,,,,,48430.243289,
131,crowds,TotalRuns_6_CrowdSize_20,16,,10633591,,,,,,,,,,48358.196815,
132,crowds,TotalRuns_6_CrowdSize_20,32,,10633591,,,,,,,,,,48836.10213,4.662938
133,crowds,TotalRuns_6_CrowdSize_20,64,,10633591,,,,,,,,,,49216.391846,3.135813
134,crowds,TotalRuns_6_CrowdSize_20,128,,10633591,,,,,,,,,,48342.162985,4.300625
135,crowds,TotalRuns_6_CrowdSize_5,8,,18817,,,,,,,,,,104.414141,
136,crowds,TotalRuns_6_CrowdSize_5,16,,18817,,,,,,,,,,103.728006,6.23394
137,crowds,TotalRuns_6_CrowdSize_5,32,,18817,,,,,,,,,,103.021095,3.29305
138,crowds,TotalRuns_6_CrowdSize_5,64,,18817,,,,,,,,,,102.751579,2.076129
139,crowds,TotalRuns_6_CrowdSize_5,128,,18817,,,,,,,,,,102.275438,2.730828
140,egl,N_10_L_2,8,,66060286,,,,,22633.890031,331,24339,104368.232139,,692466.195996,
141,egl,N_10_L_2,16,,66060286,,,,,22713.413139,331,24243,129939.643797,,713418.992492,
142,egl,N_10_L_2,32,,66060286,,,,,,,,,,754954.31832,
143,egl,N_10_L_2,64,,66060286,,,,,22791.007177,331,24511,268363.390763,,739749.875937,
144,egl,N_10_L_2,128,,66060286,,,,,,,,,,728788.303162,
145,egl,N_10_L_4,8,,149946366,,,,,,,,,,1675535.465257,
146,egl,N_10_L_4,16,,149946366,,,,,18263.020686,250,26679,143572.828716,,1709715.847834,
147,egl,N_10_L_4,32,,149946366,,,,,17708.086946,250,26969,67624.068634,,1740383.771745,
148,egl,N_10_L_4,64,,149946366,,,,,17699.89431,250,26956,170590.984033,,1707694.095922,
149,egl,N_10_L_4,128,,149946366,,,,,17647.350074,250,26956,281573.270415,2693.51466,1729157.48308,
150,egl,N_5_L_2,8,,33790,,,,,2175.210399,168,3435,6662.266691,,692.876842,
151,egl,N_5_L_2,16,,33790,,,,,2172.004677,168,3440,8210.219721,,389.086619,
152,egl,N_5_L_2,32,,33790,,,,,,,,,,388.621416,5.16347
153,egl,N_5_L_2,64,,33790,,,,,2168.262415,168,3411,11153.258031,,405.399987,
154,egl,N_5_L_2,128,,33790,,,,,,,,,,391.066331,
155,egl,N_5_L_4,8,,74750,,,,,,,,,,826.302132,
156,egl,N_5_L_4,16,,74750,,,,,,,,,,839.963637,
157,egl,N_5_L_4,32,,74750,,,,,7018.876119,249,7838,23588.36509,,832.604644,
158,egl,N_5_L_4,64,,74750,,,,,7057.701384,249,7844,36388.520317,1556.294619,789.595257,10.178605
159,egl,N_5_L_4,128,,74750,,,,,6949.891159,249,8152,46520.056087,,800.791768,
160,egl,N_5_L_6,8,,115710,,,,,9404.379368,250,12363,54102.259343,,1375.976204,
161,egl,N_5_L_6,16,,115710,,,,,,,,,,1264.243976,
162,egl,N_5_L_6,32,,115710,,,,,9347.019038,250,12380,56296.406482,,1261.301777,
163,egl,N_5_L_6,64,,115710,,,,,9396.304833,250,12124,94197.266882,1834.256661,1208.772343,4.352876
164,egl,N_5_L_6,128,,115710,,,,,9385.366609,250,11668,67282.504676,,1216.828071,
165,egl,N_5_L_8,8,,156670,,,,,,,,,,1673.143884,
166,egl,N_5_L_8,16,,156670,,,,,18853.84084,330,19484,274035.415176,,1625.996176,
167,egl,N_5_L_8,32,,156670,,,,,19268.759646,330,21143,118788.467889,,1636.567377,
168,egl,N_5_L_8,64,,156670,,,,,18742.600024,330,19907,158372.175146,,1660.809252,
169,egl,N_5_L_8,128,,156670,,,,,19444.884662,330,22887,407565.068031,4992.234842,1624.387158,17.768972
170,herman,11,8,,2048,,,,,,,,,,144.293737,0.08063
171,herman,11,16,,2048,,,,,,,,,,141.095638,0.08631
172,herman,11,32,,2048,,,,,,,,,,140.684529,0.132376
173,herman,11,64,,2048,,,,,,,,,,139.757153,0.219174
174,herman,11,128,,2048,,,,,,,,,,141.916485,0.441675
175,herman,13,8,,8192,,,,,,,,,,1259.334109,0.132211
176,herman,13,16,,8192,,,,,,,,,,1379.302255,0.119006
177,herman,13,32,,8192,,,,,,,,,,1284.999339,0.141529
178,herman,13,64,,8192,,,,,,,,,,1301.678931,0.243451
179,herman,13,128,,8192,,,,,,,,,,1270.486142,0.443501
180,herman,15,8,,32768,,,,,,,,,,11873.315602,0.337371
181,herman,15,16,,32768,,,,,,,,,,12561.858698,0.217175
182,herman,15,32,,32768,,,,,,,,,,11886.119123,0.21835
183,herman,15,64,,32768,,,,,,,,,,11982.718464,0.288587
184,herman,15,128,,32768,,,,,,,,,,11784.335566,0.493452
185,herman,3,8,4.748908,8,28,12.300946,0.9999961853027344,2.111876,2.170838,3,24,0.305228,1.622822,18.101364,0.029647
186,herman,3,16,1.238816,8,28,13.581057,0.9999999999417925,4.306126,1.123948,3,24,0.387037,2.640684,3.189856,0.057604
187,herman,3,32,0.989113,8,28,14.998693,1.0,8.604454,0.872091,3,24,0.531136,3.959493,3.444007,0.108298
188,herman,3,64,1.004854,8,28,16.240893,1.0,17.312837,0.847047,3,24,0.632103,6.899353,3.272456,0.225425
189,herman,3,128,1.0051,8,28,17.574319,1.0,33.979115,0.821103,3,24,0.772489,12.962574,3.278306,0.432287
190,herman,5,8,210.581993,32,244,10.29715,0.9779586792137708,3.057752,2.312704,5,75,48.824447,27.19922,4.447826,0.03246
191,herman,5,16,3.558478,32,244,13.460573,0.999257733405102,5.648955,1.373244,5,75,124.801882,36.297423,3.803025,0.061803
192,herman,5,32,2.71128,32,244,16.673032,0.9999991582084872,10.58091,1.074816,5,75,268.721286,39.839022,3.734516,0.109179
193,herman,5,64,2.632152,32,244,19.73099,0.9999999999989172,18.59994,1.581313,5,75,302.336637,46.336661,3.725464,0.227313
194,herman,5,128,3.462514,32,244,23.039044999999998,1.0,36.348588,1.147784,5,75,284.394926,29.652314,3.726451,0.469542
195,herman,7,8,22.296164,128,2188,,0.8467984500166494,18.79649,2.414961,7,158,2807.99815,987.378286,6.469871,0.036985
196,herman,7,16,16.914725,128,2188,,0.9711507702247664,26.706571,2.133107,7,158,14252.922713,1060.916111,5.775857,0.058717
197,herman,7,32,17.667368,128,2188,,0.998974712211629,31.76034,1.994964,7,158,33810.260262,1124.282839,5.805145,0.109894
198,herman,7,64,19.117501,128,2188,,0.9999987049933452,40.037815,2.275578,7,158,37266.492444,902.842129,5.826617,0.213279
199,herman,7,128,18.862443,128,2188,,0.999999999997934,59.484907,2.026284,7,158,110464.669278,1066.428623,5.674281,0.42662
200,herman,9,8,209.609906,512,19684,530.073317,0.6680428137903301,768.061102,3.617083,9,273,998556.400513,17980.000304,20.261939,0.051209
201,herman,9,16,210.023942,512,19684,1134.849584,0.8792506112895142,1285.84949,,,,,,20.099914,0.06814
202,herman,9,32,211.427844,512,19684,1747.049895,0.9835159288693684,1324.726625,,,,,,19.193966,0.112073
203,herman,9,64,209.789631,512,19684,2405.591156,0.99969227970679,1291.037109,,,,,,20.107598,0.217223
204,herman,9,128,186.978373,512,19684,3006.114307,0.9999998927639906,1267.419214,,,,,,19.611724,0.428796
205,leader,3_2,8,5.049317,26,33,19.551045,0.9375,2.207362,5.26887,16,449,52.291172,1.999743,23.358869,0.031689
206,leader,3_2,16,1.342422,26,33,22.078315,0.99609375,4.320067,3.750646,16,449,50.220765,3.373133,19.408643,0.054632
207,leader,3_2,32,1.061692,26,33,24.611328,0.9999847412109376,8.610749,3.786827,16,449,53.630048,6.787931,19.03061,0.105366
208,leader,3_2,64,1.084017,26,33,27.18654,0.9999999997671694,17.389539,3.7447,16,449,114.376572,13.032817,22.482268,0.280751
209,leader,3_2,128,1.049973,26,33,29.813462,1.0,36.267446,3.845465,16,449,114.336318,27.493448,18.93087,0.408324
210,leader,3_3,8,3.9455,69,95,20.110725,0.9876543210745674,2.162861,11.261445,22,1670,136.394246,,19.851364,0.030354
211,leader,3_3,16,2.069591,69,95,25.693140999999997,0.9998475842996613,4.18867,10.557447,22,1670,155.927121,,19.615653,0.053867
212,leader,3_3,32,1.638535,69,95,31.922824,0.9999999768594264,8.692351,10.513237,22,1670,158.77347,,19.244514,0.104132
213,leader,3_3,64,1.63756,69,95,37.64029,1.000000000089999,16.55583,16.024583,22,1670,158.797522,,19.195246,0.208935
214,leader,3_3,128,1.583266,69,95,43.116452,1.0000000000899991,33.91489,10.687486,22,1670,155.247416,,19.608509,0.419551
215,leader,3_4,8,4.472562,147,210,31.806077,0.99609375,2.178605,126.342534,22,1021,251.194821,3.244741,20.848675,0.028869
216,leader,3_4,16,2.860123,147,210,42.984682,0.9999847412109376,4.354474,88.706204,22,1116,226.379315,5.688721,20.079437,0.054976
217,leader,3_4,32,2.698738,147,210,54.598689,0.9999999997671694,8.681788,143.619534,22,1081,481.284331,11.964555,20.015002,0.118492
218,leader,3_4,64,2.566952,147,210,65.552338,1.0,17.111935,125.646829,22,686,351.117247,21.514653,20.001609,0.232123
219,leader,3_4,128,3.284232,147,210,77.32612400000001,1.0,34.700361,98.247763,22,1285,517.093016,49.739443,21.508857,0.442941
220,leader,4_2,8,2.604074,61,76,15.05251,0.5,2.184511,8.707859,22,1089,160.993517,2.38979,21.244584,0.056259
221,leader,4_2,16,1.697674,61,76,20.484093,0.875,4.426806,7.201711,22,1089,311.834221,5.231065,20.370181,0.063445
222,leader,4_2,32,1.425659,61,76,25.643497000000004,0.984375,8.50473,6.998764,22,1089,316.110192,10.746292,20.021798,0.105538
223,leader,4_2,64,1.449585,61,76,30.777559000000004,0.999755859375,17.52157,6.789248,22,1089,320.72398,20.197807,19.67521,0.210109
224,leader,4_2,128,1.397715,61,76,35.866989000000004,0.9999999701976776,34.27285,6.73967,22,1089,327.126099,38.222374,20.216961,0.429684
225,leader,4_3,8,7.196261,274,354,61.280876,0.7407407406000001,2.364082,201.482605,30,2767,5019.988794,5.451004,25.778044,0.042492
226,leader,4_3,16,4.216389,274,354,82.713043,0.9825737944030282,4.58981,199.828418,30,2807,2777.477453,,21.663753,0.05653
227,leader,4_3,32,4.091526,274,354,104.304843,0.9996963271108538,9.08272,175.16241,30,2762,3935.96472,17.438916,21.584358,0.112636
228,leader,4_3,64,4.505528,274,354,126.51203600000001,0.999999907526432,17.688513,,,,,,21.676566,0.221672
229,leader,4_3,128,4.540515,274,354,147.793948,0.9999999997434936,35.1078,196.975335,30,2799,4283.951288,67.825457,21.783739,0.423993
230,leader,4_4,8,12.404339,812,1067,181.109019,0.84375,3.411734,421.138984,30,5891,4599.242866,,25.093431,0.035993
