,name,params,length,parse_time,states,trans,precomp_time_mat,prob,sample_time,parsetime,vars_per_state,add_size,precomp_time_add,trace_time,setup_time,sample_time_sim
231,leader,4_4,16,10.4497,812,1067,244.436476,0.996185302734375,5.653726,362.1202,30,5891,2551.283831,,24.46344,0.056111
232,leader,4_4,32,10.413371,812,1067,312.713644,0.9999854480847716,10.055812,,,,,,24.392667,0.108274
233,leader,4_4,64,10.526067,812,1067,377.08306,0.9999999997882418,19.061669,413.862565,30,5886,4454.380299,,24.5814,0.210302
234,leader,4_4,128,10.081366,812,1067,441.82208099999997,0.9999999999999988,35.701878,,,,,,24.248449,0.413171
235,leader,5_2,8,4.01398,141,172,32.500493,0.3125,2.271593,67.31212,27,1281,780.799153,2.830063,22.14849,0.092286
236,leader,5_2,16,2.635808,141,172,43.686667,0.52734375,4.475172,74.043252,27,1281,929.309432,6.521697,21.636626,0.101437
237,leader,5_2,32,2.925087,141,172,56.171207,0.846409797668457,9.35209,74.13105,27,1281,1627.947716,13.796709,21.668553,0.123948
238,leader,5_2,64,2.244771,141,172,67.101327,0.9764100497477556,17.08353,74.031181,27,1281,1581.654934,27.074151,21.896156,0.206416
239,leader,5_2,128,3.226294,141,172,79.495864,0.999617416044879,35.577695,73.534238,27,1281,1581.275553,53.411979,21.80266,0.41272
240,leader,5_3,8,15.268582,1050,1292,235.290589,0.74074074066,4.241344,626.253186,37,8031,18671.986333,9.53791,28.39872,0.0381
241,leader,5_3,16,13.473398,1050,1292,325.065822,0.9327846363657356,6.200394,545.822644,37,8031,26521.879177,15.750377,27.753196,0.060723
242,leader,5_3,32,12.928765,1050,1292,413.95484300000004,0.9988286911261008,11.309774,624.606676,37,8031,30163.8839,31.617384,26.756006,0.11134
243,leader,5_3,64,12.153337,1050,1292,505.76929000000007,0.9999986278887132,20.536732,620.272837,37,8031,29838.438614,55.639374,27.25985,0.216865
244,leader,5_3,128,12.566803,1050,1292,590.3722210000001,0.9999999998523496,37.036008,,,,,,27.293551,0.423323
245,leader,5_4,8,52.262374,4244,5267,1010.912156,0.87890625,36.724799,,,,,,45.126373,0.033925
246,leader,5_4,16,48.217289,4244,5267,1427.111574,0.9853363037109376,40.179218,,,,,,44.139421,0.058837
247,leader,5_4,32,45.235592,4244,5267,1842.951786,0.9999739619388492,44.308212,,,,,,44.655838,0.11821
248,leader,5_4,64,51.361628,4244,5267,2273.719656,0.9999999993220192,53.770192,,,,,,44.5285,0.21945
249,leader,5_4,128,48.602405,4244,5267,2684.358854,0.9999999999999948,71.521085,,,,,,46.80905,0.479132
250,nand,N_20_K_1,8,,78332,,,,,295.046726,27,7935,8416.143412,,722.241374,
251,nand,N_20_K_1,16,,78332,,,,,287.10328,27,7935,39776.278604,,256.424753,
252,nand,N_20_K_1,32,,78332,,,,,294.48771,27,7935,1265170.31286,,224.012065,
253,nand,N_20_K_1,64,,78332,,,,,,,,,,227.74674,
254,nand,N_20_K_1,128,,78332,,,,,,,,,,225.741046,
255,nand,N_20_K_2,8,,154942,,,,,,,,,,418.318819,
256,nand,N_20_K_2,16,,154942,,,,,,,,,,492.356239,
257,nand,N_20_K_2,32,,154942,,,,,,,,,,472.777697,
258,nand,N_20_K_2,64,,154942,,,,,,,,,,489.112606,
259,nand,N_20_K_2,128,,154942,,,,,,,,,,434.656695,
260,nand,N_20_K_3,8,,231552,,,,,,,,,,730.570596,
261,nand,N_20_K_3,16,,231552,,,,,,,,,,715.313882,
262,nand,N_20_K_3,32,,231552,,,,,,,,,,730.909146,
263,nand,N_20_K_3,64,,231552,,,,,,,,,,718.973757,
264,nand,N_20_K_3,128,,231552,,,,,,,,,,735.403033,
265,nand,N_20_K_4,8,,308162,,,,,,,,,,853.149599,
266,nand,N_20_K_4,16,,308162,,,,,,,,,,844.676401,
267,nand,N_20_K_4,32,,308162,,,,,,,,,,818.224044,
268,nand,N_20_K_4,64,,308162,,,,,,,,,,936.83912,
269,nand,N_20_K_4,128,,308162,,,,,,,,,,953.290405,
270,nand,N_40_K_1,8,,1004862,,,,,1030.352093,31,23181,43734.311039,,3166.24138,
271,nand,N_40_K_1,16,,1004862,,,,,,,,,,3218.675028,
272,nand,N_40_K_1,32,,1004862,,,,,,,,,,2784.884067,
273,nand,N_40_K_1,64,,1004862,,,,,,,,,,2839.192869,
274,nand,N_40_K_1,128,,1004862,,,,,,,,,,3187.928119,
275,nand,N_40_K_2,8,,2003082,,,,,,,,,,5698.819419,
276,nand,N_40_K_2,16,,2003082,,,,,,,,,,5612.772003,
277,nand,N_40_K_2,32,,2003082,,,,,,,,,,6256.324257,
278,nand,N_40_K_2,64,,2003082,,,,,,,,,,6321.299827,
279,nand,N_40_K_2,128,,2003082,,,,,,,,,,5717.265826,
280,nand,N_40_K_3,8,,3001302,,,,,1049.144494,32,23228,74078.114356,,9303.764388,
281,nand,N_40_K_3,16,,3001302,,,,,1038.466771,32,23228,479103.264261,,9373.285614,
282,nand,N_40_K_3,32,,3001302,,,,,,,,,,9234.578859,
283,nand,N_40_K_3,64,,3001302,,,,,,,,,,9254.531951,
284,nand,N_40_K_3,128,,3001302,,,,,,,,,,8354.505872,
285,nand,N_40_K_4,8,,3999522,,,,,1159.603188,33,23228,51428.400314,,11232.757323,
286,nand,N_40_K_4,16,,3999522,,,,,1155.013207,33,23228,306017.323981,,12395.09864,
287,nand,N_40_K_4,32,,3999522,,,,,1163.547159,33,23228,6149950.519691,,12525.72605,
288,nand,N_40_K_4,64,,3999522,,,,,,,,,,12731.693224,
289,nand,N_40_K_4,128,,3999522,,,,,,,,,,12826.380512,
290,nand,N_60_K_1,8,,4717592,,,,,2357.175754,31,44971,140216.010207,,13292.261186,
291,nand,N_60_K_1,16,,4717592,,,,,2311.811131,31,44971,1778420.771996,,14833.709291,
292,nand,N_60_K_1,32,,4717592,,,,,2347.353207,31,44971,11857426.062044,,14808.826914,
293,nand,N_60_K_1,64,,4717592,,,,,,,,,,14883.0395,
294,nand,N_60_K_1,128,,4717592,,,,,,,,,,13531.137043,
295,nand,N_60_K_2,8,,9420422,,,,,,,,,,30461.357603,
296,nand,N_60_K_2,16,,9420422,,,,,,,,,,29785.17845,
297,nand,N_60_K_2,32,,9420422,,,,,,,,,,30324.641695,
298,nand,N_60_K_2,64,,9420422,,,,,,,,,,30010.410532,
299,nand,N_60_K_2,128,,9420422,,,,,,,,,,29570.308718,
